index,value,geometry
2064,19,"POLYGON ((121.1042051529153 14.63227632418042, 121.1042051529153 14.63317564454415, 121.105134557085 14.63317564454415, 121.105134557085 14.63227632418042, 121.1042051529153 14.63227632418042))"
2065,14,"POLYGON ((121.1042051529153 14.63317564454415, 121.1042051529153 14.63407496490787, 121.105134557085 14.63407496490787, 121.105134557085 14.63317564454415, 121.1042051529153 14.63317564454415))"
2066,17,"POLYGON ((121.1042051529153 14.63407496490787, 121.1042051529153 14.6349742852716, 121.105134557085 14.6349742852716, 121.105134557085 14.63407496490787, 121.1042051529153 14.63407496490787))"
2067,17,"POLYGON ((121.1042051529153 14.6349742852716, 121.1042051529153 14.63587360563532, 121.105134557085 14.63587360563532, 121.105134557085 14.6349742852716, 121.1042051529153 14.6349742852716))"
2068,14,"POLYGON ((121.1042051529153 14.63587360563532, 121.1042051529153 14.63677292599905, 121.105134557085 14.63677292599905, 121.105134557085 14.63587360563532, 121.1042051529153 14.63587360563532))"
2069,14,"POLYGON ((121.1042051529153 14.63677292599905, 121.1042051529153 14.63767224636277, 121.105134557085 14.63767224636277, 121.105134557085 14.63677292599905, 121.1042051529153 14.63677292599905))"
2070,19,"POLYGON ((121.1042051529153 14.63767224636277, 121.1042051529153 14.6385715667265, 121.105134557085 14.6385715667265, 121.105134557085 14.63767224636277, 121.1042051529153 14.63767224636277))"
2071,19,"POLYGON ((121.1042051529153 14.6385715667265, 121.1042051529153 14.63947088709022, 121.105134557085 14.63947088709022, 121.105134557085 14.6385715667265, 121.1042051529153 14.6385715667265))"
2072,17,"POLYGON ((121.1042051529153 14.63947088709022, 121.1042051529153 14.64037020745395, 121.105134557085 14.64037020745395, 121.105134557085 14.63947088709022, 121.1042051529153 14.63947088709022))"
2073,17,"POLYGON ((121.1042051529153 14.64037020745395, 121.1042051529153 14.64126952781767, 121.105134557085 14.64126952781767, 121.105134557085 14.64037020745395, 121.1042051529153 14.64037020745395))"
2074,19,"POLYGON ((121.1042051529153 14.64126952781767, 121.1042051529153 14.6421688481814, 121.105134557085 14.6421688481814, 121.105134557085 14.64126952781767, 121.1042051529153 14.64126952781767))"
2075,18,"POLYGON ((121.1042051529153 14.6421688481814, 121.1042051529153 14.64306816854512, 121.105134557085 14.64306816854512, 121.105134557085 14.6421688481814, 121.1042051529153 14.6421688481814))"
2076,20,"POLYGON ((121.1042051529153 14.64306816854512, 121.1042051529153 14.64396748890885, 121.105134557085 14.64396748890885, 121.105134557085 14.64306816854512, 121.1042051529153 14.64306816854512))"
2077,20,"POLYGON ((121.1042051529153 14.64396748890885, 121.1042051529153 14.64486680927257, 121.105134557085 14.64486680927257, 121.105134557085 14.64396748890885, 121.1042051529153 14.64396748890885))"
2078,21,"POLYGON ((121.1042051529153 14.64486680927257, 121.1042051529153 14.6457661296363, 121.105134557085 14.6457661296363, 121.105134557085 14.64486680927257, 121.1042051529153 14.64486680927257))"
2079,22,"POLYGON ((121.1042051529153 14.6457661296363, 121.1042051529153 14.64666545000003, 121.105134557085 14.64666545000003, 121.105134557085 14.6457661296363, 121.1042051529153 14.6457661296363))"
2080,20,"POLYGON ((121.1042051529153 14.64666545000003, 121.1042051529153 14.64756477036375, 121.105134557085 14.64756477036375, 121.105134557085 14.64666545000003, 121.1042051529153 14.64666545000003))"
2081,18,"POLYGON ((121.1042051529153 14.64756477036375, 121.1042051529153 14.64846409072748, 121.105134557085 14.64846409072748, 121.105134557085 14.64756477036375, 121.1042051529153 14.64756477036375))"
2082,21,"POLYGON ((121.1042051529153 14.64846409072748, 121.1042051529153 14.6493634110912, 121.105134557085 14.6493634110912, 121.105134557085 14.64846409072748, 121.1042051529153 14.64846409072748))"
2083,21,"POLYGON ((121.1042051529153 14.6493634110912, 121.1042051529153 14.65026273145493, 121.105134557085 14.65026273145493, 121.105134557085 14.6493634110912, 121.1042051529153 14.6493634110912))"
2084,17,"POLYGON ((121.1042051529153 14.65026273145493, 121.1042051529153 14.65116205181865, 121.105134557085 14.65116205181865, 121.105134557085 14.65026273145493, 121.1042051529153 14.65026273145493))"
2085,13,"POLYGON ((121.1042051529153 14.65116205181865, 121.1042051529153 14.65206137218238, 121.105134557085 14.65206137218238, 121.105134557085 14.65116205181865, 121.1042051529153 14.65116205181865))"
2086,14,"POLYGON ((121.1042051529153 14.65206137218238, 121.1042051529153 14.6529606925461, 121.105134557085 14.6529606925461, 121.105134557085 14.65206137218238, 121.1042051529153 14.65206137218238))"
2087,13,"POLYGON ((121.1042051529153 14.6529606925461, 121.1042051529153 14.65386001290983, 121.105134557085 14.65386001290983, 121.105134557085 14.6529606925461, 121.1042051529153 14.6529606925461))"
2088,14,"POLYGON ((121.1042051529153 14.65386001290983, 121.1042051529153 14.65475933327355, 121.105134557085 14.65475933327355, 121.105134557085 14.65386001290983, 121.1042051529153 14.65386001290983))"
2089,15,"POLYGON ((121.1042051529153 14.65475933327355, 121.1042051529153 14.65565865363728, 121.105134557085 14.65565865363728, 121.105134557085 14.65475933327355, 121.1042051529153 14.65475933327355))"
2090,16,"POLYGON ((121.1042051529153 14.65565865363728, 121.1042051529153 14.656557974001, 121.105134557085 14.656557974001, 121.105134557085 14.65565865363728, 121.1042051529153 14.65565865363728))"
2091,16,"POLYGON ((121.1042051529153 14.656557974001, 121.1042051529153 14.65745729436473, 121.105134557085 14.65745729436473, 121.105134557085 14.656557974001, 121.1042051529153 14.656557974001))"
2092,13,"POLYGON ((121.1042051529153 14.65745729436473, 121.1042051529153 14.65835661472845, 121.105134557085 14.65835661472845, 121.105134557085 14.65745729436473, 121.1042051529153 14.65745729436473))"
2093,10,"POLYGON ((121.1042051529153 14.65835661472845, 121.1042051529153 14.65925593509218, 121.105134557085 14.65925593509218, 121.105134557085 14.65835661472845, 121.1042051529153 14.65835661472845))"
2094,13,"POLYGON ((121.1042051529153 14.65925593509218, 121.1042051529153 14.6601552554559, 121.105134557085 14.6601552554559, 121.105134557085 14.65925593509218, 121.1042051529153 14.65925593509218))"
2095,16,"POLYGON ((121.1042051529153 14.6601552554559, 121.1042051529153 14.66105457581963, 121.105134557085 14.66105457581963, 121.105134557085 14.6601552554559, 121.1042051529153 14.6601552554559))"
2096,17,"POLYGON ((121.1042051529153 14.66105457581963, 121.1042051529153 14.66195389618336, 121.105134557085 14.66195389618336, 121.105134557085 14.66105457581963, 121.1042051529153 14.66105457581963))"
2097,18,"POLYGON ((121.1042051529153 14.66195389618336, 121.1042051529153 14.66285321654708, 121.105134557085 14.66285321654708, 121.105134557085 14.66195389618336, 121.1042051529153 14.66195389618336))"
2098,16,"POLYGON ((121.1042051529153 14.66285321654708, 121.1042051529153 14.66375253691081, 121.105134557085 14.66375253691081, 121.105134557085 14.66285321654708, 121.1042051529153 14.66285321654708))"
2099,18,"POLYGON ((121.1042051529153 14.66375253691081, 121.1042051529153 14.66465185727453, 121.105134557085 14.66465185727453, 121.105134557085 14.66375253691081, 121.1042051529153 14.66375253691081))"
2100,18,"POLYGON ((121.1042051529153 14.66465185727453, 121.1042051529153 14.66555117763826, 121.105134557085 14.66555117763826, 121.105134557085 14.66465185727453, 121.1042051529153 14.66465185727453))"
2101,19,"POLYGON ((121.1042051529153 14.66555117763826, 121.1042051529153 14.66645049800198, 121.105134557085 14.66645049800198, 121.105134557085 14.66555117763826, 121.1042051529153 14.66555117763826))"
2102,16,"POLYGON ((121.1042051529153 14.66645049800198, 121.1042051529153 14.66734981836571, 121.105134557085 14.66734981836571, 121.105134557085 14.66645049800198, 121.1042051529153 14.66645049800198))"
2103,16,"POLYGON ((121.1042051529153 14.66734981836571, 121.1042051529153 14.66824913872943, 121.105134557085 14.66824913872943, 121.105134557085 14.66734981836571, 121.1042051529153 14.66734981836571))"
2104,16,"POLYGON ((121.1042051529153 14.66824913872943, 121.1042051529153 14.66914845909316, 121.105134557085 14.66914845909316, 121.105134557085 14.66824913872943, 121.1042051529153 14.66824913872943))"
2105,14,"POLYGON ((121.1042051529153 14.66914845909316, 121.1042051529153 14.67004777945688, 121.105134557085 14.67004777945688, 121.105134557085 14.66914845909316, 121.1042051529153 14.66914845909316))"
2106,17,"POLYGON ((121.1042051529153 14.67004777945688, 121.1042051529153 14.67094709982061, 121.105134557085 14.67094709982061, 121.105134557085 14.67004777945688, 121.1042051529153 14.67004777945688))"
2107,15,"POLYGON ((121.1042051529153 14.67094709982061, 121.1042051529153 14.67184642018433, 121.105134557085 14.67184642018433, 121.105134557085 14.67094709982061, 121.1042051529153 14.67094709982061))"
2108,16,"POLYGON ((121.1042051529153 14.67184642018433, 121.1042051529153 14.67274574054806, 121.105134557085 14.67274574054806, 121.105134557085 14.67184642018433, 121.1042051529153 14.67184642018433))"
2109,18,"POLYGON ((121.1042051529153 14.67274574054806, 121.1042051529153 14.67364506091178, 121.105134557085 14.67364506091178, 121.105134557085 14.67274574054806, 121.1042051529153 14.67274574054806))"
2110,22,"POLYGON ((121.1042051529153 14.67364506091178, 121.1042051529153 14.67454438127551, 121.105134557085 14.67454438127551, 121.105134557085 14.67364506091178, 121.1042051529153 14.67364506091178))"
2125,18,"POLYGON ((121.105134557085 14.62957836308924, 121.105134557085 14.63047768345297, 121.1060639612546 14.63047768345297, 121.1060639612546 14.62957836308924, 121.105134557085 14.62957836308924))"
2126,16,"POLYGON ((121.105134557085 14.63047768345297, 121.105134557085 14.6313770038167, 121.1060639612546 14.6313770038167, 121.1060639612546 14.63047768345297, 121.105134557085 14.63047768345297))"
2127,16,"POLYGON ((121.105134557085 14.6313770038167, 121.105134557085 14.63227632418042, 121.1060639612546 14.63227632418042, 121.1060639612546 14.6313770038167, 121.105134557085 14.6313770038167))"
2128,18,"POLYGON ((121.105134557085 14.63227632418042, 121.105134557085 14.63317564454415, 121.1060639612546 14.63317564454415, 121.1060639612546 14.63227632418042, 121.105134557085 14.63227632418042))"
2129,14,"POLYGON ((121.105134557085 14.63317564454415, 121.105134557085 14.63407496490787, 121.1060639612546 14.63407496490787, 121.1060639612546 14.63317564454415, 121.105134557085 14.63317564454415))"
2130,14,"POLYGON ((121.105134557085 14.63407496490787, 121.105134557085 14.6349742852716, 121.1060639612546 14.6349742852716, 121.1060639612546 14.63407496490787, 121.105134557085 14.63407496490787))"
2131,17,"POLYGON ((121.105134557085 14.6349742852716, 121.105134557085 14.63587360563532, 121.1060639612546 14.63587360563532, 121.1060639612546 14.6349742852716, 121.105134557085 14.6349742852716))"
2132,18,"POLYGON ((121.105134557085 14.63587360563532, 121.105134557085 14.63677292599905, 121.1060639612546 14.63677292599905, 121.1060639612546 14.63587360563532, 121.105134557085 14.63587360563532))"
2133,15,"POLYGON ((121.105134557085 14.63677292599905, 121.105134557085 14.63767224636277, 121.1060639612546 14.63767224636277, 121.1060639612546 14.63677292599905, 121.105134557085 14.63677292599905))"
2134,16,"POLYGON ((121.105134557085 14.63767224636277, 121.105134557085 14.6385715667265, 121.1060639612546 14.6385715667265, 121.1060639612546 14.63767224636277, 121.105134557085 14.63767224636277))"
2135,14,"POLYGON ((121.105134557085 14.6385715667265, 121.105134557085 14.63947088709022, 121.1060639612546 14.63947088709022, 121.1060639612546 14.6385715667265, 121.105134557085 14.6385715667265))"
2136,17,"POLYGON ((121.105134557085 14.63947088709022, 121.105134557085 14.64037020745395, 121.1060639612546 14.64037020745395, 121.1060639612546 14.63947088709022, 121.105134557085 14.63947088709022))"
2137,17,"POLYGON ((121.105134557085 14.64037020745395, 121.105134557085 14.64126952781767, 121.1060639612546 14.64126952781767, 121.1060639612546 14.64037020745395, 121.105134557085 14.64037020745395))"
2138,20,"POLYGON ((121.105134557085 14.64126952781767, 121.105134557085 14.6421688481814, 121.1060639612546 14.6421688481814, 121.1060639612546 14.64126952781767, 121.105134557085 14.64126952781767))"
2139,21,"POLYGON ((121.105134557085 14.6421688481814, 121.105134557085 14.64306816854512, 121.1060639612546 14.64306816854512, 121.1060639612546 14.6421688481814, 121.105134557085 14.6421688481814))"
2140,17,"POLYGON ((121.105134557085 14.64306816854512, 121.105134557085 14.64396748890885, 121.1060639612546 14.64396748890885, 121.1060639612546 14.64306816854512, 121.105134557085 14.64306816854512))"
2141,20,"POLYGON ((121.105134557085 14.64396748890885, 121.105134557085 14.64486680927257, 121.1060639612546 14.64486680927257, 121.1060639612546 14.64396748890885, 121.105134557085 14.64396748890885))"
2142,23,"POLYGON ((121.105134557085 14.64486680927257, 121.105134557085 14.6457661296363, 121.1060639612546 14.6457661296363, 121.1060639612546 14.64486680927257, 121.105134557085 14.64486680927257))"
2143,23,"POLYGON ((121.105134557085 14.6457661296363, 121.105134557085 14.64666545000003, 121.1060639612546 14.64666545000003, 121.1060639612546 14.6457661296363, 121.105134557085 14.6457661296363))"
2144,27,"POLYGON ((121.105134557085 14.64666545000003, 121.105134557085 14.64756477036375, 121.1060639612546 14.64756477036375, 121.1060639612546 14.64666545000003, 121.105134557085 14.64666545000003))"
2145,21,"POLYGON ((121.105134557085 14.64756477036375, 121.105134557085 14.64846409072748, 121.1060639612546 14.64846409072748, 121.1060639612546 14.64756477036375, 121.105134557085 14.64756477036375))"
2146,22,"POLYGON ((121.105134557085 14.64846409072748, 121.105134557085 14.6493634110912, 121.1060639612546 14.6493634110912, 121.1060639612546 14.64846409072748, 121.105134557085 14.64846409072748))"
2147,22,"POLYGON ((121.105134557085 14.6493634110912, 121.105134557085 14.65026273145493, 121.1060639612546 14.65026273145493, 121.1060639612546 14.6493634110912, 121.105134557085 14.6493634110912))"
2148,19,"POLYGON ((121.105134557085 14.65026273145493, 121.105134557085 14.65116205181865, 121.1060639612546 14.65116205181865, 121.1060639612546 14.65026273145493, 121.105134557085 14.65026273145493))"
2149,17,"POLYGON ((121.105134557085 14.65116205181865, 121.105134557085 14.65206137218238, 121.1060639612546 14.65206137218238, 121.1060639612546 14.65116205181865, 121.105134557085 14.65116205181865))"
2150,18,"POLYGON ((121.105134557085 14.65206137218238, 121.105134557085 14.6529606925461, 121.1060639612546 14.6529606925461, 121.1060639612546 14.65206137218238, 121.105134557085 14.65206137218238))"
2151,19,"POLYGON ((121.105134557085 14.6529606925461, 121.105134557085 14.65386001290983, 121.1060639612546 14.65386001290983, 121.1060639612546 14.6529606925461, 121.105134557085 14.6529606925461))"
2152,15,"POLYGON ((121.105134557085 14.65386001290983, 121.105134557085 14.65475933327355, 121.1060639612546 14.65475933327355, 121.1060639612546 14.65386001290983, 121.105134557085 14.65386001290983))"
2153,17,"POLYGON ((121.105134557085 14.65475933327355, 121.105134557085 14.65565865363728, 121.1060639612546 14.65565865363728, 121.1060639612546 14.65475933327355, 121.105134557085 14.65475933327355))"
2154,17,"POLYGON ((121.105134557085 14.65565865363728, 121.105134557085 14.656557974001, 121.1060639612546 14.656557974001, 121.1060639612546 14.65565865363728, 121.105134557085 14.65565865363728))"
2155,20,"POLYGON ((121.105134557085 14.656557974001, 121.105134557085 14.65745729436473, 121.1060639612546 14.65745729436473, 121.1060639612546 14.656557974001, 121.105134557085 14.656557974001))"
2156,15,"POLYGON ((121.105134557085 14.65745729436473, 121.105134557085 14.65835661472845, 121.1060639612546 14.65835661472845, 121.1060639612546 14.65745729436473, 121.105134557085 14.65745729436473))"
2157,18,"POLYGON ((121.105134557085 14.65835661472845, 121.105134557085 14.65925593509218, 121.1060639612546 14.65925593509218, 121.1060639612546 14.65835661472845, 121.105134557085 14.65835661472845))"
2158,21,"POLYGON ((121.105134557085 14.65925593509218, 121.105134557085 14.6601552554559, 121.1060639612546 14.6601552554559, 121.1060639612546 14.65925593509218, 121.105134557085 14.65925593509218))"
2159,20,"POLYGON ((121.105134557085 14.6601552554559, 121.105134557085 14.66105457581963, 121.1060639612546 14.66105457581963, 121.1060639612546 14.6601552554559, 121.105134557085 14.6601552554559))"
2160,21,"POLYGON ((121.105134557085 14.66105457581963, 121.105134557085 14.66195389618336, 121.1060639612546 14.66195389618336, 121.1060639612546 14.66105457581963, 121.105134557085 14.66105457581963))"
2161,19,"POLYGON ((121.105134557085 14.66195389618336, 121.105134557085 14.66285321654708, 121.1060639612546 14.66285321654708, 121.1060639612546 14.66195389618336, 121.105134557085 14.66195389618336))"
2162,18,"POLYGON ((121.105134557085 14.66285321654708, 121.105134557085 14.66375253691081, 121.1060639612546 14.66375253691081, 121.1060639612546 14.66285321654708, 121.105134557085 14.66285321654708))"
2163,17,"POLYGON ((121.105134557085 14.66375253691081, 121.105134557085 14.66465185727453, 121.1060639612546 14.66465185727453, 121.1060639612546 14.66375253691081, 121.105134557085 14.66375253691081))"
2164,18,"POLYGON ((121.105134557085 14.66465185727453, 121.105134557085 14.66555117763826, 121.1060639612546 14.66555117763826, 121.1060639612546 14.66465185727453, 121.105134557085 14.66465185727453))"
2165,16,"POLYGON ((121.105134557085 14.66555117763826, 121.105134557085 14.66645049800198, 121.1060639612546 14.66645049800198, 121.1060639612546 14.66555117763826, 121.105134557085 14.66555117763826))"
2166,16,"POLYGON ((121.105134557085 14.66645049800198, 121.105134557085 14.66734981836571, 121.1060639612546 14.66734981836571, 121.1060639612546 14.66645049800198, 121.105134557085 14.66645049800198))"
2167,15,"POLYGON ((121.105134557085 14.66734981836571, 121.105134557085 14.66824913872943, 121.1060639612546 14.66824913872943, 121.1060639612546 14.66734981836571, 121.105134557085 14.66734981836571))"
2168,17,"POLYGON ((121.105134557085 14.66824913872943, 121.105134557085 14.66914845909316, 121.1060639612546 14.66914845909316, 121.1060639612546 14.66824913872943, 121.105134557085 14.66824913872943))"
2169,20,"POLYGON ((121.105134557085 14.66914845909316, 121.105134557085 14.67004777945688, 121.1060639612546 14.67004777945688, 121.1060639612546 14.66914845909316, 121.105134557085 14.66914845909316))"
2170,16,"POLYGON ((121.105134557085 14.67004777945688, 121.105134557085 14.67094709982061, 121.1060639612546 14.67094709982061, 121.1060639612546 14.67004777945688, 121.105134557085 14.67004777945688))"
2171,9,"POLYGON ((121.105134557085 14.67094709982061, 121.105134557085 14.67184642018433, 121.1060639612546 14.67184642018433, 121.1060639612546 14.67094709982061, 121.105134557085 14.67094709982061))"
2172,17,"POLYGON ((121.105134557085 14.67184642018433, 121.105134557085 14.67274574054806, 121.1060639612546 14.67274574054806, 121.1060639612546 14.67184642018433, 121.105134557085 14.67184642018433))"
2173,16,"POLYGON ((121.105134557085 14.67274574054806, 121.105134557085 14.67364506091178, 121.1060639612546 14.67364506091178, 121.1060639612546 14.67274574054806, 121.105134557085 14.67274574054806))"
2174,25,"POLYGON ((121.105134557085 14.67364506091178, 121.105134557085 14.67454438127551, 121.1060639612546 14.67454438127551, 121.1060639612546 14.67364506091178, 121.105134557085 14.67364506091178))"
2175,22,"POLYGON ((121.105134557085 14.67454438127551, 121.105134557085 14.67544370163924, 121.1060639612546 14.67544370163924, 121.1060639612546 14.67454438127551, 121.105134557085 14.67454438127551))"
2193,16,"POLYGON ((121.1060639612546 14.63317564454415, 121.1060639612546 14.63407496490787, 121.1069933654243 14.63407496490787, 121.1069933654243 14.63317564454415, 121.1060639612546 14.63317564454415))"
2194,16,"POLYGON ((121.1060639612546 14.63407496490787, 121.1060639612546 14.6349742852716, 121.1069933654243 14.6349742852716, 121.1069933654243 14.63407496490787, 121.1060639612546 14.63407496490787))"
2195,17,"POLYGON ((121.1060639612546 14.6349742852716, 121.1060639612546 14.63587360563532, 121.1069933654243 14.63587360563532, 121.1069933654243 14.6349742852716, 121.1060639612546 14.6349742852716))"
2196,16,"POLYGON ((121.1060639612546 14.63587360563532, 121.1060639612546 14.63677292599905, 121.1069933654243 14.63677292599905, 121.1069933654243 14.63587360563532, 121.1060639612546 14.63587360563532))"
2197,14,"POLYGON ((121.1060639612546 14.63677292599905, 121.1060639612546 14.63767224636277, 121.1069933654243 14.63767224636277, 121.1069933654243 14.63677292599905, 121.1060639612546 14.63677292599905))"
2198,13,"POLYGON ((121.1060639612546 14.63767224636277, 121.1060639612546 14.6385715667265, 121.1069933654243 14.6385715667265, 121.1069933654243 14.63767224636277, 121.1060639612546 14.63767224636277))"
2199,15,"POLYGON ((121.1060639612546 14.6385715667265, 121.1060639612546 14.63947088709022, 121.1069933654243 14.63947088709022, 121.1069933654243 14.6385715667265, 121.1060639612546 14.6385715667265))"
2200,15,"POLYGON ((121.1060639612546 14.63947088709022, 121.1060639612546 14.64037020745395, 121.1069933654243 14.64037020745395, 121.1069933654243 14.63947088709022, 121.1060639612546 14.63947088709022))"
2201,18,"POLYGON ((121.1060639612546 14.64037020745395, 121.1060639612546 14.64126952781767, 121.1069933654243 14.64126952781767, 121.1069933654243 14.64037020745395, 121.1060639612546 14.64037020745395))"
2202,19,"POLYGON ((121.1060639612546 14.64126952781767, 121.1060639612546 14.6421688481814, 121.1069933654243 14.6421688481814, 121.1069933654243 14.64126952781767, 121.1060639612546 14.64126952781767))"
2203,20,"POLYGON ((121.1060639612546 14.6421688481814, 121.1060639612546 14.64306816854512, 121.1069933654243 14.64306816854512, 121.1069933654243 14.6421688481814, 121.1060639612546 14.6421688481814))"
2204,18,"POLYGON ((121.1060639612546 14.64306816854512, 121.1060639612546 14.64396748890885, 121.1069933654243 14.64396748890885, 121.1069933654243 14.64306816854512, 121.1060639612546 14.64306816854512))"
2205,18,"POLYGON ((121.1060639612546 14.64396748890885, 121.1060639612546 14.64486680927257, 121.1069933654243 14.64486680927257, 121.1069933654243 14.64396748890885, 121.1060639612546 14.64396748890885))"
2206,21,"POLYGON ((121.1060639612546 14.64486680927257, 121.1060639612546 14.6457661296363, 121.1069933654243 14.6457661296363, 121.1069933654243 14.64486680927257, 121.1060639612546 14.64486680927257))"
2207,30,"POLYGON ((121.1060639612546 14.6457661296363, 121.1060639612546 14.64666545000003, 121.1069933654243 14.64666545000003, 121.1069933654243 14.6457661296363, 121.1060639612546 14.6457661296363))"
2208,22,"POLYGON ((121.1060639612546 14.64666545000003, 121.1060639612546 14.64756477036375, 121.1069933654243 14.64756477036375, 121.1069933654243 14.64666545000003, 121.1060639612546 14.64666545000003))"
2209,23,"POLYGON ((121.1060639612546 14.64756477036375, 121.1060639612546 14.64846409072748, 121.1069933654243 14.64846409072748, 121.1069933654243 14.64756477036375, 121.1060639612546 14.64756477036375))"
2210,24,"POLYGON ((121.1060639612546 14.64846409072748, 121.1060639612546 14.6493634110912, 121.1069933654243 14.6493634110912, 121.1069933654243 14.64846409072748, 121.1060639612546 14.64846409072748))"
2211,17,"POLYGON ((121.1060639612546 14.6493634110912, 121.1060639612546 14.65026273145493, 121.1069933654243 14.65026273145493, 121.1069933654243 14.6493634110912, 121.1060639612546 14.6493634110912))"
2212,18,"POLYGON ((121.1060639612546 14.65026273145493, 121.1060639612546 14.65116205181865, 121.1069933654243 14.65116205181865, 121.1069933654243 14.65026273145493, 121.1060639612546 14.65026273145493))"
2213,18,"POLYGON ((121.1060639612546 14.65116205181865, 121.1060639612546 14.65206137218238, 121.1069933654243 14.65206137218238, 121.1069933654243 14.65116205181865, 121.1060639612546 14.65116205181865))"
2214,18,"POLYGON ((121.1060639612546 14.65206137218238, 121.1060639612546 14.6529606925461, 121.1069933654243 14.6529606925461, 121.1069933654243 14.65206137218238, 121.1060639612546 14.65206137218238))"
2215,19,"POLYGON ((121.1060639612546 14.6529606925461, 121.1060639612546 14.65386001290983, 121.1069933654243 14.65386001290983, 121.1069933654243 14.6529606925461, 121.1060639612546 14.6529606925461))"
2216,19,"POLYGON ((121.1060639612546 14.65386001290983, 121.1060639612546 14.65475933327355, 121.1069933654243 14.65475933327355, 121.1069933654243 14.65386001290983, 121.1060639612546 14.65386001290983))"
2217,18,"POLYGON ((121.1060639612546 14.65475933327355, 121.1060639612546 14.65565865363728, 121.1069933654243 14.65565865363728, 121.1069933654243 14.65475933327355, 121.1060639612546 14.65475933327355))"
2218,18,"POLYGON ((121.1060639612546 14.65565865363728, 121.1060639612546 14.656557974001, 121.1069933654243 14.656557974001, 121.1069933654243 14.65565865363728, 121.1060639612546 14.65565865363728))"
2219,20,"POLYGON ((121.1060639612546 14.656557974001, 121.1060639612546 14.65745729436473, 121.1069933654243 14.65745729436473, 121.1069933654243 14.656557974001, 121.1060639612546 14.656557974001))"
2220,19,"POLYGON ((121.1060639612546 14.65745729436473, 121.1060639612546 14.65835661472845, 121.1069933654243 14.65835661472845, 121.1069933654243 14.65745729436473, 121.1060639612546 14.65745729436473))"
2221,19,"POLYGON ((121.1060639612546 14.65835661472845, 121.1060639612546 14.65925593509218, 121.1069933654243 14.65925593509218, 121.1069933654243 14.65835661472845, 121.1060639612546 14.65835661472845))"
2222,21,"POLYGON ((121.1060639612546 14.65925593509218, 121.1060639612546 14.6601552554559, 121.1069933654243 14.6601552554559, 121.1069933654243 14.65925593509218, 121.1060639612546 14.65925593509218))"
2223,19,"POLYGON ((121.1060639612546 14.6601552554559, 121.1060639612546 14.66105457581963, 121.1069933654243 14.66105457581963, 121.1069933654243 14.6601552554559, 121.1060639612546 14.6601552554559))"
2224,19,"POLYGON ((121.1060639612546 14.66105457581963, 121.1060639612546 14.66195389618336, 121.1069933654243 14.66195389618336, 121.1069933654243 14.66105457581963, 121.1060639612546 14.66105457581963))"
2225,21,"POLYGON ((121.1060639612546 14.66195389618336, 121.1060639612546 14.66285321654708, 121.1069933654243 14.66285321654708, 121.1069933654243 14.66195389618336, 121.1060639612546 14.66195389618336))"
2226,19,"POLYGON ((121.1060639612546 14.66285321654708, 121.1060639612546 14.66375253691081, 121.1069933654243 14.66375253691081, 121.1069933654243 14.66285321654708, 121.1060639612546 14.66285321654708))"
2227,18,"POLYGON ((121.1060639612546 14.66375253691081, 121.1060639612546 14.66465185727453, 121.1069933654243 14.66465185727453, 121.1069933654243 14.66375253691081, 121.1060639612546 14.66375253691081))"
2228,17,"POLYGON ((121.1060639612546 14.66465185727453, 121.1060639612546 14.66555117763826, 121.1069933654243 14.66555117763826, 121.1069933654243 14.66465185727453, 121.1060639612546 14.66465185727453))"
2229,16,"POLYGON ((121.1060639612546 14.66555117763826, 121.1060639612546 14.66645049800198, 121.1069933654243 14.66645049800198, 121.1069933654243 14.66555117763826, 121.1060639612546 14.66555117763826))"
2230,19,"POLYGON ((121.1060639612546 14.66645049800198, 121.1060639612546 14.66734981836571, 121.1069933654243 14.66734981836571, 121.1069933654243 14.66645049800198, 121.1060639612546 14.66645049800198))"
2231,22,"POLYGON ((121.1060639612546 14.66734981836571, 121.1060639612546 14.66824913872943, 121.1069933654243 14.66824913872943, 121.1069933654243 14.66734981836571, 121.1060639612546 14.66734981836571))"
2232,21,"POLYGON ((121.1060639612546 14.66824913872943, 121.1060639612546 14.66914845909316, 121.1069933654243 14.66914845909316, 121.1069933654243 14.66824913872943, 121.1060639612546 14.66824913872943))"
2233,22,"POLYGON ((121.1060639612546 14.66914845909316, 121.1060639612546 14.67004777945688, 121.1069933654243 14.67004777945688, 121.1069933654243 14.66914845909316, 121.1060639612546 14.66914845909316))"
2234,17,"POLYGON ((121.1060639612546 14.67004777945688, 121.1060639612546 14.67094709982061, 121.1069933654243 14.67094709982061, 121.1069933654243 14.67004777945688, 121.1060639612546 14.67004777945688))"
2235,17,"POLYGON ((121.1060639612546 14.67094709982061, 121.1060639612546 14.67184642018433, 121.1069933654243 14.67184642018433, 121.1069933654243 14.67094709982061, 121.1060639612546 14.67094709982061))"
2236,9,"POLYGON ((121.1060639612546 14.67184642018433, 121.1060639612546 14.67274574054806, 121.1069933654243 14.67274574054806, 121.1069933654243 14.67184642018433, 121.1060639612546 14.67184642018433))"
2237,9,"POLYGON ((121.1060639612546 14.67274574054806, 121.1060639612546 14.67364506091178, 121.1069933654243 14.67364506091178, 121.1069933654243 14.67274574054806, 121.1060639612546 14.67274574054806))"
