index,value,geometry
1097,8,"POLYGON ((121.0902640903703 14.62598108163434, 121.0902640903703 14.62688040199807, 121.09119349454 14.62688040199807, 121.09119349454 14.62598108163434, 121.0902640903703 14.62598108163434))"
1098,14,"POLYGON ((121.0902640903703 14.62688040199807, 121.0902640903703 14.62777972236179, 121.09119349454 14.62777972236179, 121.09119349454 14.62688040199807, 121.0902640903703 14.62688040199807))"
1099,13,"POLYGON ((121.0902640903703 14.62777972236179, 121.0902640903703 14.62867904272552, 121.09119349454 14.62867904272552, 121.09119349454 14.62777972236179, 121.0902640903703 14.62777972236179))"
1100,13,"POLYGON ((121.0902640903703 14.62867904272552, 121.0902640903703 14.62957836308924, 121.09119349454 14.62957836308924, 121.09119349454 14.62867904272552, 121.0902640903703 14.62867904272552))"
1101,12,"POLYGON ((121.0902640903703 14.62957836308924, 121.0902640903703 14.63047768345297, 121.09119349454 14.63047768345297, 121.09119349454 14.62957836308924, 121.0902640903703 14.62957836308924))"
1102,13,"POLYGON ((121.0902640903703 14.63047768345297, 121.0902640903703 14.6313770038167, 121.09119349454 14.6313770038167, 121.09119349454 14.63047768345297, 121.0902640903703 14.63047768345297))"
1103,14,"POLYGON ((121.0902640903703 14.6313770038167, 121.0902640903703 14.63227632418042, 121.09119349454 14.63227632418042, 121.09119349454 14.6313770038167, 121.0902640903703 14.6313770038167))"
1104,13,"POLYGON ((121.0902640903703 14.63227632418042, 121.0902640903703 14.63317564454415, 121.09119349454 14.63317564454415, 121.09119349454 14.63227632418042, 121.0902640903703 14.63227632418042))"
1105,15,"POLYGON ((121.0902640903703 14.63317564454415, 121.0902640903703 14.63407496490787, 121.09119349454 14.63407496490787, 121.09119349454 14.63317564454415, 121.0902640903703 14.63317564454415))"
1106,17,"POLYGON ((121.0902640903703 14.63407496490787, 121.0902640903703 14.6349742852716, 121.09119349454 14.6349742852716, 121.09119349454 14.63407496490787, 121.0902640903703 14.63407496490787))"
1107,19,"POLYGON ((121.0902640903703 14.6349742852716, 121.0902640903703 14.63587360563532, 121.09119349454 14.63587360563532, 121.09119349454 14.6349742852716, 121.0902640903703 14.6349742852716))"
1108,18,"POLYGON ((121.0902640903703 14.63587360563532, 121.0902640903703 14.63677292599905, 121.09119349454 14.63677292599905, 121.09119349454 14.63587360563532, 121.0902640903703 14.63587360563532))"
1109,20,"POLYGON ((121.0902640903703 14.63677292599905, 121.0902640903703 14.63767224636277, 121.09119349454 14.63767224636277, 121.09119349454 14.63677292599905, 121.0902640903703 14.63677292599905))"
1110,17,"POLYGON ((121.0902640903703 14.63767224636277, 121.0902640903703 14.6385715667265, 121.09119349454 14.6385715667265, 121.09119349454 14.63767224636277, 121.0902640903703 14.63767224636277))"
1111,15,"POLYGON ((121.0902640903703 14.6385715667265, 121.0902640903703 14.63947088709022, 121.09119349454 14.63947088709022, 121.09119349454 14.6385715667265, 121.0902640903703 14.6385715667265))"
1112,16,"POLYGON ((121.0902640903703 14.63947088709022, 121.0902640903703 14.64037020745395, 121.09119349454 14.64037020745395, 121.09119349454 14.63947088709022, 121.0902640903703 14.63947088709022))"
1113,14,"POLYGON ((121.0902640903703 14.64037020745395, 121.0902640903703 14.64126952781767, 121.09119349454 14.64126952781767, 121.09119349454 14.64037020745395, 121.0902640903703 14.64037020745395))"
1114,20,"POLYGON ((121.0902640903703 14.64126952781767, 121.0902640903703 14.6421688481814, 121.09119349454 14.6421688481814, 121.09119349454 14.64126952781767, 121.0902640903703 14.64126952781767))"
1115,16,"POLYGON ((121.0902640903703 14.6421688481814, 121.0902640903703 14.64306816854512, 121.09119349454 14.64306816854512, 121.09119349454 14.6421688481814, 121.0902640903703 14.6421688481814))"
1116,19,"POLYGON ((121.0902640903703 14.64306816854512, 121.0902640903703 14.64396748890885, 121.09119349454 14.64396748890885, 121.09119349454 14.64306816854512, 121.0902640903703 14.64306816854512))"
1117,22,"POLYGON ((121.0902640903703 14.64396748890885, 121.0902640903703 14.64486680927257, 121.09119349454 14.64486680927257, 121.09119349454 14.64396748890885, 121.0902640903703 14.64396748890885))"
1118,20,"POLYGON ((121.0902640903703 14.64486680927257, 121.0902640903703 14.6457661296363, 121.09119349454 14.6457661296363, 121.09119349454 14.64486680927257, 121.0902640903703 14.64486680927257))"
1119,19,"POLYGON ((121.0902640903703 14.6457661296363, 121.0902640903703 14.64666545000003, 121.09119349454 14.64666545000003, 121.09119349454 14.6457661296363, 121.0902640903703 14.6457661296363))"
1120,16,"POLYGON ((121.0902640903703 14.64666545000003, 121.0902640903703 14.64756477036375, 121.09119349454 14.64756477036375, 121.09119349454 14.64666545000003, 121.0902640903703 14.64666545000003))"
1121,18,"POLYGON ((121.0902640903703 14.64756477036375, 121.0902640903703 14.64846409072748, 121.09119349454 14.64846409072748, 121.09119349454 14.64756477036375, 121.0902640903703 14.64756477036375))"
1122,21,"POLYGON ((121.0902640903703 14.64846409072748, 121.0902640903703 14.6493634110912, 121.09119349454 14.6493634110912, 121.09119349454 14.64846409072748, 121.0902640903703 14.64846409072748))"
1123,21,"POLYGON ((121.0902640903703 14.6493634110912, 121.0902640903703 14.65026273145493, 121.09119349454 14.65026273145493, 121.09119349454 14.6493634110912, 121.0902640903703 14.6493634110912))"
1124,23,"POLYGON ((121.0902640903703 14.65026273145493, 121.0902640903703 14.65116205181865, 121.09119349454 14.65116205181865, 121.09119349454 14.65026273145493, 121.0902640903703 14.65026273145493))"
1125,24,"POLYGON ((121.0902640903703 14.65116205181865, 121.0902640903703 14.65206137218238, 121.09119349454 14.65206137218238, 121.09119349454 14.65116205181865, 121.0902640903703 14.65116205181865))"
1126,30,"POLYGON ((121.0902640903703 14.65206137218238, 121.0902640903703 14.6529606925461, 121.09119349454 14.6529606925461, 121.09119349454 14.65206137218238, 121.0902640903703 14.65206137218238))"
1127,40,"POLYGON ((121.0902640903703 14.6529606925461, 121.0902640903703 14.65386001290983, 121.09119349454 14.65386001290983, 121.09119349454 14.6529606925461, 121.0902640903703 14.6529606925461))"
1128,41,"POLYGON ((121.0902640903703 14.65386001290983, 121.0902640903703 14.65475933327355, 121.09119349454 14.65475933327355, 121.09119349454 14.65386001290983, 121.0902640903703 14.65386001290983))"
1129,39,"POLYGON ((121.0902640903703 14.65475933327355, 121.0902640903703 14.65565865363728, 121.09119349454 14.65565865363728, 121.09119349454 14.65475933327355, 121.0902640903703 14.65475933327355))"
1130,39,"POLYGON ((121.0902640903703 14.65565865363728, 121.0902640903703 14.656557974001, 121.09119349454 14.656557974001, 121.09119349454 14.65565865363728, 121.0902640903703 14.65565865363728))"
1131,58,"POLYGON ((121.0902640903703 14.656557974001, 121.0902640903703 14.65745729436473, 121.09119349454 14.65745729436473, 121.09119349454 14.656557974001, 121.0902640903703 14.656557974001))"
1132,55,"POLYGON ((121.0902640903703 14.65745729436473, 121.0902640903703 14.65835661472845, 121.09119349454 14.65835661472845, 121.09119349454 14.65745729436473, 121.0902640903703 14.65745729436473))"
1156,18,"POLYGON ((121.09119349454 14.62148447981572, 121.09119349454 14.62238380017944, 121.0921228987096 14.62238380017944, 121.0921228987096 14.62148447981572, 121.09119349454 14.62148447981572))"
1157,17,"POLYGON ((121.09119349454 14.62238380017944, 121.09119349454 14.62328312054317, 121.0921228987096 14.62328312054317, 121.0921228987096 14.62238380017944, 121.09119349454 14.62238380017944))"
1158,15,"POLYGON ((121.09119349454 14.62328312054317, 121.09119349454 14.62418244090689, 121.0921228987096 14.62418244090689, 121.0921228987096 14.62328312054317, 121.09119349454 14.62328312054317))"
1159,13,"POLYGON ((121.09119349454 14.62418244090689, 121.09119349454 14.62508176127062, 121.0921228987096 14.62508176127062, 121.0921228987096 14.62418244090689, 121.09119349454 14.62418244090689))"
1160,12,"POLYGON ((121.09119349454 14.62508176127062, 121.09119349454 14.62598108163434, 121.0921228987096 14.62598108163434, 121.0921228987096 14.62508176127062, 121.09119349454 14.62508176127062))"
1161,14,"POLYGON ((121.09119349454 14.62598108163434, 121.09119349454 14.62688040199807, 121.0921228987096 14.62688040199807, 121.0921228987096 14.62598108163434, 121.09119349454 14.62598108163434))"
1162,14,"POLYGON ((121.09119349454 14.62688040199807, 121.09119349454 14.62777972236179, 121.0921228987096 14.62777972236179, 121.0921228987096 14.62688040199807, 121.09119349454 14.62688040199807))"
1163,13,"POLYGON ((121.09119349454 14.62777972236179, 121.09119349454 14.62867904272552, 121.0921228987096 14.62867904272552, 121.0921228987096 14.62777972236179, 121.09119349454 14.62777972236179))"
1164,13,"POLYGON ((121.09119349454 14.62867904272552, 121.09119349454 14.62957836308924, 121.0921228987096 14.62957836308924, 121.0921228987096 14.62867904272552, 121.09119349454 14.62867904272552))"
1165,13,"POLYGON ((121.09119349454 14.62957836308924, 121.09119349454 14.63047768345297, 121.0921228987096 14.63047768345297, 121.0921228987096 14.62957836308924, 121.09119349454 14.62957836308924))"
1166,14,"POLYGON ((121.09119349454 14.63047768345297, 121.09119349454 14.6313770038167, 121.0921228987096 14.6313770038167, 121.0921228987096 14.63047768345297, 121.09119349454 14.63047768345297))"
1167,14,"POLYGON ((121.09119349454 14.6313770038167, 121.09119349454 14.63227632418042, 121.0921228987096 14.63227632418042, 121.0921228987096 14.6313770038167, 121.09119349454 14.6313770038167))"
1168,13,"POLYGON ((121.09119349454 14.63227632418042, 121.09119349454 14.63317564454415, 121.0921228987096 14.63317564454415, 121.0921228987096 14.63227632418042, 121.09119349454 14.63227632418042))"
1169,14,"POLYGON ((121.09119349454 14.63317564454415, 121.09119349454 14.63407496490787, 121.0921228987096 14.63407496490787, 121.0921228987096 14.63317564454415, 121.09119349454 14.63317564454415))"
1170,14,"POLYGON ((121.09119349454 14.63407496490787, 121.09119349454 14.6349742852716, 121.0921228987096 14.6349742852716, 121.0921228987096 14.63407496490787, 121.09119349454 14.63407496490787))"
1171,19,"POLYGON ((121.09119349454 14.6349742852716, 121.09119349454 14.63587360563532, 121.0921228987096 14.63587360563532, 121.0921228987096 14.6349742852716, 121.09119349454 14.6349742852716))"
1172,20,"POLYGON ((121.09119349454 14.63587360563532, 121.09119349454 14.63677292599905, 121.0921228987096 14.63677292599905, 121.0921228987096 14.63587360563532, 121.09119349454 14.63587360563532))"
1173,14,"POLYGON ((121.09119349454 14.63677292599905, 121.09119349454 14.63767224636277, 121.0921228987096 14.63767224636277, 121.0921228987096 14.63677292599905, 121.09119349454 14.63677292599905))"
1174,18,"POLYGON ((121.09119349454 14.63767224636277, 121.09119349454 14.6385715667265, 121.0921228987096 14.6385715667265, 121.0921228987096 14.63767224636277, 121.09119349454 14.63767224636277))"
1175,16,"POLYGON ((121.09119349454 14.6385715667265, 121.09119349454 14.63947088709022, 121.0921228987096 14.63947088709022, 121.0921228987096 14.6385715667265, 121.09119349454 14.6385715667265))"
1176,14,"POLYGON ((121.09119349454 14.63947088709022, 121.09119349454 14.64037020745395, 121.0921228987096 14.64037020745395, 121.0921228987096 14.63947088709022, 121.09119349454 14.63947088709022))"
1177,15,"POLYGON ((121.09119349454 14.64037020745395, 121.09119349454 14.64126952781767, 121.0921228987096 14.64126952781767, 121.0921228987096 14.64037020745395, 121.09119349454 14.64037020745395))"
1178,19,"POLYGON ((121.09119349454 14.64126952781767, 121.09119349454 14.6421688481814, 121.0921228987096 14.6421688481814, 121.0921228987096 14.64126952781767, 121.09119349454 14.64126952781767))"
1179,19,"POLYGON ((121.09119349454 14.6421688481814, 121.09119349454 14.64306816854512, 121.0921228987096 14.64306816854512, 121.0921228987096 14.6421688481814, 121.09119349454 14.6421688481814))"
1180,20,"POLYGON ((121.09119349454 14.64306816854512, 121.09119349454 14.64396748890885, 121.0921228987096 14.64396748890885, 121.0921228987096 14.64306816854512, 121.09119349454 14.64306816854512))"
1181,16,"POLYGON ((121.09119349454 14.64396748890885, 121.09119349454 14.64486680927257, 121.0921228987096 14.64486680927257, 121.0921228987096 14.64396748890885, 121.09119349454 14.64396748890885))"
1182,19,"POLYGON ((121.09119349454 14.64486680927257, 121.09119349454 14.6457661296363, 121.0921228987096 14.6457661296363, 121.0921228987096 14.64486680927257, 121.09119349454 14.64486680927257))"
1183,18,"POLYGON ((121.09119349454 14.6457661296363, 121.09119349454 14.64666545000003, 121.0921228987096 14.64666545000003, 121.0921228987096 14.6457661296363, 121.09119349454 14.6457661296363))"
1184,17,"POLYGON ((121.09119349454 14.64666545000003, 121.09119349454 14.64756477036375, 121.0921228987096 14.64756477036375, 121.0921228987096 14.64666545000003, 121.09119349454 14.64666545000003))"
1185,16,"POLYGON ((121.09119349454 14.64756477036375, 121.09119349454 14.64846409072748, 121.0921228987096 14.64846409072748, 121.0921228987096 14.64756477036375, 121.09119349454 14.64756477036375))"
1186,19,"POLYGON ((121.09119349454 14.64846409072748, 121.09119349454 14.6493634110912, 121.0921228987096 14.6493634110912, 121.0921228987096 14.64846409072748, 121.09119349454 14.64846409072748))"
1187,19,"POLYGON ((121.09119349454 14.6493634110912, 121.09119349454 14.65026273145493, 121.0921228987096 14.65026273145493, 121.0921228987096 14.6493634110912, 121.09119349454 14.6493634110912))"
1188,22,"POLYGON ((121.09119349454 14.65026273145493, 121.09119349454 14.65116205181865, 121.0921228987096 14.65116205181865, 121.0921228987096 14.65026273145493, 121.09119349454 14.65026273145493))"
1189,18,"POLYGON ((121.09119349454 14.65116205181865, 121.09119349454 14.65206137218238, 121.0921228987096 14.65206137218238, 121.0921228987096 14.65116205181865, 121.09119349454 14.65116205181865))"
1190,27,"POLYGON ((121.09119349454 14.65206137218238, 121.09119349454 14.6529606925461, 121.0921228987096 14.6529606925461, 121.0921228987096 14.65206137218238, 121.09119349454 14.65206137218238))"
1191,28,"POLYGON ((121.09119349454 14.6529606925461, 121.09119349454 14.65386001290983, 121.0921228987096 14.65386001290983, 121.0921228987096 14.6529606925461, 121.09119349454 14.6529606925461))"
1192,26,"POLYGON ((121.09119349454 14.65386001290983, 121.09119349454 14.65475933327355, 121.0921228987096 14.65475933327355, 121.0921228987096 14.65386001290983, 121.09119349454 14.65386001290983))"
1193,35,"POLYGON ((121.09119349454 14.65475933327355, 121.09119349454 14.65565865363728, 121.0921228987096 14.65565865363728, 121.0921228987096 14.65475933327355, 121.09119349454 14.65475933327355))"
1194,36,"POLYGON ((121.09119349454 14.65565865363728, 121.09119349454 14.656557974001, 121.0921228987096 14.656557974001, 121.0921228987096 14.65565865363728, 121.09119349454 14.65565865363728))"
1195,34,"POLYGON ((121.09119349454 14.656557974001, 121.09119349454 14.65745729436473, 121.0921228987096 14.65745729436473, 121.0921228987096 14.656557974001, 121.09119349454 14.656557974001))"
1196,40,"POLYGON ((121.09119349454 14.65745729436473, 121.09119349454 14.65835661472845, 121.0921228987096 14.65835661472845, 121.0921228987096 14.65745729436473, 121.09119349454 14.65745729436473))"
1197,44,"POLYGON ((121.09119349454 14.65835661472845, 121.09119349454 14.65925593509218, 121.0921228987096 14.65925593509218, 121.0921228987096 14.65835661472845, 121.09119349454 14.65835661472845))"
1198,46,"POLYGON ((121.09119349454 14.65925593509218, 121.09119349454 14.6601552554559, 121.0921228987096 14.6601552554559, 121.0921228987096 14.65925593509218, 121.09119349454 14.65925593509218))"
1220,18,"POLYGON ((121.0921228987096 14.62148447981572, 121.0921228987096 14.62238380017944, 121.0930523028793 14.62238380017944, 121.0930523028793 14.62148447981572, 121.0921228987096 14.62148447981572))"
